
Year,ID,Province,Soil Type,Group,Crop ID,Crop,"unit (bu, t, etc)",Yield,Crop Price,Seed,Fertilizer,Chemical,Trucking and Marketing,Fuel Oil Lube,Machinery Repairs,Crop Insurance,Building Repairs,Custom Work,Labour,Utilities,Operating Interest,Fixed Cost $/Acre,Variable Cost $/acre,Total Costs $/Acre,Notes,Source
2021,,Saskatchewan,Black,Cover crops,62,Ryegrass (Lolium Perenne L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,62,Ryegrass (Lolium Perenne L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,62,Ryegrass (Lolium Perenne L.),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,63,Annual Ryegrass (Lolium multiflorum),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,63,Annual Ryegrass (Lolium multiflorum),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,63,Annual Ryegrass (Lolium multiflorum),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,64,Sorghum (Sorghum bicolour),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,64,Sorghum (Sorghum bicolour),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,64,Sorghum (Sorghum bicolour),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,65,Pigeon Bean,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,65,Pigeon Bean,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,65,Pigeon Bean,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Cover crops,66,Shepherd's purse,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Cover crops,66,Shepherd's purse,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Cover crops,66,Shepherd's purse,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Perennial forages,69,Rangeland (native),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Perennial forages,69,Rangeland (native),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Perennial forages,69,Rangeland (native),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Perennial forages,70,Seeded grassland,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Perennial forages,70,Seeded grassland,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Perennial forages,70,Seeded grassland,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Perennial forages,71,Tame grass,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Perennial forages,71,Tame grass,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Perennial forages,71,Tame grass,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Perennial forages,72,Tame legume,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Perennial forages,72,Tame legume,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Perennial forages,72,Tame legume,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Perennial forages,73,Tame mixed (grass/legume),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Perennial forages,73,Tame mixed (grass/legume),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Perennial forages,73,Tame mixed (grass/legume),,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Black,Perennial forages,74,Forage for seed,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Brown,Perennial forages,74,Forage for seed,,,,,,,,,,,,,,,,,,,,
2021,,Saskatchewan,Dark Brown,Perennial forages,74,Forage for seed,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,1,Summer fallow,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,4,Durum Wheat,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,10,Canary seed,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,12,Grain corn,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Oilseeds,21,Mustard,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Pulse crops,28,Fababean,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Pulse crops,29,Chickpea,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Pulse crops,31,Field Pea,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Pulse crops,32,Lentil,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,42,Winter weeds,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,43,Red clover (Trifolium pratense L.),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,44,Berseem clover (Trifolium alexandrium L.),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,45,Sweet clover (Melilotus officinalis),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,46,Crimson clover (Trifolium incarnatum),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,47,Hairy Vetch (Vicia villosa roth),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,48,Alfalfa (Medicago sativa L.),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,49,Faba bean/broad bean (Vicia faba),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,50,Cowpea (Vigna unguiculata),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,51,Austrian winter pea,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,52,Rapeseed (Brassica Napus L.),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,53,"Winter turnip rape [Brassica Rapa spp. oleifera L. (cv. ""Largo"")]",,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,54,Phacelia [Phacelia tanacetifolia (cv. 'Phaci')],,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,55,Forage radish (Raphanus sativus L.),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,56,Mustard (Sinapus alba L. subsp. Mairei (H. Lindb.) Maire),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,59,Rye (Secale cereale) / Winter rye / Cereal rye,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,60,Sesame (Sesamum indicum),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,62,Ryegrass (Lolium Perenne L.),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,63,Annual Ryegrass (Lolium multiflorum),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,64,Sorghum (Sorghum bicolour),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,65,Pigeon Bean,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Cover crops,66,Shepherd's purse,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Perennial forages,69,Rangeland (native),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Perennial forages,70,Seeded grassland,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Perennial forages,71,Tame grass,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Perennial forages,72,Tame legume,,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Perennial forages,73,Tame mixed (grass/legume),,,,,,,,,,,,,,,,,,,,
2021,,Manitoba,Black,Perennial forages,74,Forage for seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,1,Summer fallow,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,1,Summer fallow,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,1,Summer fallow,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,1,Summer fallow,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,2,Small grain cereals,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,4,Durum Wheat,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,4,Durum Wheat,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,6,Undersown Barley,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,7,Oats,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,7,Oats,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,7,Oats,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,7,Oats,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,7,Oats,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,8,Triticale,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,9,Sorghum,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,10,Canary seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,10,Canary seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,10,Canary seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,10,Canary seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,10,Canary seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,11,Buckwheat,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,12,Grain corn,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,12,Grain corn,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,12,Grain corn,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,12,Grain corn,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,12,Grain corn,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Small-grain cereals,13,Mixed grains,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Silage,14,Corn Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Silage,15,Barley Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Silage,16,Oat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Silage,17,Triticale Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Silage,18,Wheat Silage,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Oilseeds,19,Oilseeds,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Oilseeds,21,Mustard,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Oilseeds,21,Mustard,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Oilseeds,21,Mustard,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Oilseeds,22,Flax,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Oilseeds,22,Flax,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Oilseeds,22,Flax,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Oilseeds,22,Flax,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,23,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,24,Pulse crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,25,Soybean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Pulse crops,25,Soybean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Pulse crops,25,Soybean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,25,Soybean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,25,Soybean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,26,Beans (dry field),,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Pulse crops,26,Beans (dry field),,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Pulse crops,26,Beans (dry field),,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,26,Beans (dry field),,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,27,Whitebeans,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Pulse crops,27,Whitebeans,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Pulse crops,27,Whitebeans,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,27,Whitebeans,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,27,Whitebeans,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,28,Fababean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Pulse crops,28,Fababean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Pulse crops,28,Fababean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,28,Fababean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,28,Fababean,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,29,Chickpea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Pulse crops,29,Chickpea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,29,Chickpea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,29,Chickpea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,30,Dry Pea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,31,Field Pea,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Pulse crops,32,Lentil,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Pulse crops,32,Lentil,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Pulse crops,32,Lentil,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Root crops,33,Potato,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Root crops,34,Potato ,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Root crops,35,Sugar Beets,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Other field crops,36,Safflower,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Other field crops,37,Sunflower seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Other field crops,37,Sunflower seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Other field crops,37,Sunflower seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Other field crops,37,Sunflower seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Other field crops,37,Sunflower seed,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Other field crops,38,Tobacco,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Other field crops,39,Vegetables,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Other field crops,40,Berries & grapes,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Brown,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Dark Brown,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Grey-Wooded,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Irrigated,Other field crops,41,Other field crops,,,,,,,,,,,,,,,,,,,,
2020,,Alberta,Black,Cover crops,42,Winter weeds,,,,,,,,,,,,,,,,,,,,
